condition,eta,delta,num_episodes,num_cases,cutting_error_volume_mean,cutting_error_volume_std,cutting_error_volume_sem,part_remaining_rate_mean,part_remaining_rate_std,part_remaining_rate_sem,part_occupancy_rate_mean,part_occupancy_rate_std,part_occupancy_rate_sem,num_steps_with_shift_mean,mean_abs_sampled_shift_mean,mean_abs_applied_shift_mean,max_abs_sampled_shift_mean,max_abs_applied_shift_mean
eta_0p5_delta_1,0.5,1,18,3,6.166666666666667,10.998663020353616,2.592409735225919,26.041666666666668,17.62342678279759,4.153881528620266,67.22221759567937,45.21914363936899,10.658254368948784,3.6666666666666665,0.6666666666666666,0.4583333333333333,1.0,1.0
