condition,eta,delta,metadata_path,case,episode,rollout_path,cutting_error_volume,episode_cumulative_normalized_cutting_error_rate,part_remaining_rate,part_occupancy_rate,num_steps,step_cutting_error_volumes,step_part_remaining_rates,step_part_occupancy_rates,execution_error_enabled,execution_error_mode,execution_error_seed,cases_name,num_episodes_config,task_step_config,epoch,infer_model,control_mode,num_steps_with_shift,mean_abs_sampled_shift,mean_abs_applied_shift,max_abs_sampled_shift,max_abs_applied_shift
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_5/episode_4/rollout_data.pickle,0.0,0.0,100.0,39.99999955555556,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.4062499994506836, 2.812499997802734, 4.499999994375, 14.9999999375, 21.428571301020412, 28.571428344671208, 33.33333302469136, 39.99999955555556]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.5,0.5,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_5/episode_5/rollout_data.pickle,0.0,0.0,100.0,42.85714234693878,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.4062499994506836, 2.812499997802734, 4.499999994375, 8.9999999775, 17.99999991, 29.99999975, 34.28571395918368, 42.85714234693878]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.75,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_6/episode_0/rollout_data.pickle,12.0,25.0,75.0,21.428571301020412,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 75.0, 75.0, 75.0]","[1.5624999994913737, 2.272727271651171, 3.4090909066696797, 4.687499995422363, 4.999999994791667, 8.035714267777424, 18.74999990234375, 21.428571301020412]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.75,0.75,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_6/episode_1/rollout_data.pickle,40.0,83.33333333333333,37.5,99.99999444444475,8,"[0.0, 12.0, 0.0, 12.0, 0.0, 0.0, 0.0, 16.0]","[100.0, 75.0, 75.0, 56.25, 56.25, 56.25, 56.25, 37.5]","[1.874999999267578, 3.214285711415816, 5.71428570521542, 14.285714210128496, 25.71428546938776, 59.9999986666667, 74.99999791666673, 99.99999444444475]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.75,0.75,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_6/episode_2/rollout_data.pickle,0.0,0.0,100.0,47.99999952000001,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.874999999267578, 3.749999997070312, 7.4999999882812505, 10.714285690369898, 17.142857081632652, 23.99999988, 29.9999998125, 47.99999952000001]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.875,0.75,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_6/episode_3/rollout_data.pickle,0.0,0.0,100.0,23.99999988,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.7045454539401472, 2.7272727257231404, 4.285714281887755, 8.571428556122449, 9.999999979166667, 10.666666642962962, 19.999999916666667, 23.99999988]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,2,0.5,0.25,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_6/episode_4/rollout_data.pickle,12.0,25.0,75.0,21.428571301020412,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 75.0]","[1.874999999267578, 3.3333333310185185, 5.925925918609968, 8.465608450677939, 12.698412664819013, 17.777777711934156, 22.222222119341563, 21.428571301020412]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,7,1.0,0.875,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_6/episode_5/rollout_data.pickle,0.0,0.0,100.0,17.142857081632652,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.5624999994913737, 2.4999999986979162, 3.749999997070312, 7.4999999882812505, 8.571428556122449, 13.333333296296296, 15.238095189720333, 17.142857081632652]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.5,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_4/episode_0/rollout_data.pickle,26.0,108.33333333333333,25.0,49.999995833333685,8,"[0.0, 0.0, 0.0, 6.0, 12.0, 8.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 75.0, 37.5, 25.0, 25.0, 25.0]","[0.937499999633789, 1.874999998535156, 3.333333328703704, 8.333333294753087, 18.74999960937501, 24.999998958333375, 33.33333148148158, 49.999995833333685]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.75,0.75,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_4/episode_1/rollout_data.pickle,0.0,0.0,100.0,28.571428231292522,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.7812499997456869, 1.5624999989827473, 3.1249999959309895, 5.357142845184949, 14.285714200680271, 19.999999833333334, 22.857142639455784, 28.571428231292522]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.625,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_4/episode_2/rollout_data.pickle,8.0,33.33333333333333,66.66666666666666,26.66666622222223,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666]","[0.8522727269700736, 1.7045454533348399, 3.0303030264768904, 5.5555555426954735, 16.666666550925928, 22.222222016460908, 26.666666370370372, 26.66666622222223]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.625,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_4/episode_3/rollout_data.pickle,14.0,58.33333333333333,50.0,37.499998828125044,8,"[0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 8.0]","[100.0, 100.0, 100.0, 75.0, 75.0, 75.0, 75.0, 50.0]","[0.8522727269700736, 1.9480519464707369, 3.463203458206056, 7.142857114512472, 16.071428427933675, 22.499999718750004, 28.124999560546883, 37.499998828125044]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.75,0.625,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_4/episode_4/rollout_data.pickle,8.0,33.33333333333333,66.66666666666666,49.999998437500054,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 66.66666666666666, 66.66666666666666]","[0.7812499997456869, 1.5624999989827473, 2.7777777745627574, 5.5555555426954735, 22.222222016460908, 26.66666622222223, 39.999999000000024, 49.999998437500054]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_4/episode_5/rollout_data.pickle,26.0,108.33333333333333,25.0,74.99999062500117,8,"[0.0, 0.0, 0.0, 6.0, 12.0, 8.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 75.0, 37.5, 25.0, 25.0, 25.0]","[0.8522727269700736, 1.51515151419498, 2.4242424217936946, 4.999999986111111, 8.33333325617284, 9.999999833333337, 24.999998958333375, 74.99999062500117]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_5/episode_0/rollout_data.pickle,12.0,33.33333333333333,66.66666666666666,24.999999739583338,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 66.66666666666666, 66.66666666666666]","[1.1718749996185303, 2.0833333321277006, 3.1249999972873264, 7.031249986267089, 12.499999956597224, 13.333333259259259, 19.999999833333334, 24.999999739583338]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_5/episode_1/rollout_data.pickle,21.0,58.33333333333333,50.0,49.99999861111115,8,"[0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 12.0, 0.0]","[100.0, 100.0, 75.0, 75.0, 75.0, 75.0, 50.0, 50.0]","[1.2784090904551104, 2.9220779197061053, 4.383116876001434, 9.642857108418369, 19.285714147959183, 33.749999578125006, 37.49999921875002, 49.99999861111115]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_5/episode_2/rollout_data.pickle,0.0,0.0,100.0,29.99999975,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.4062499994506836, 2.812499997802734, 4.999999993055555, 9.999999972222222, 17.99999991, 23.99999984, 29.99999975, 29.99999975]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.625,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_5/episode_3/rollout_data.pickle,18.0,50.0,50.0,74.99999687500014,8,"[0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 75.0, 75.0, 50.0, 50.0, 50.0, 50.0]","[1.2784090904551104, 2.9220779197061053, 4.383116876001434, 8.03571426179847, 21.42857117346939, 37.49999921875002, 56.24999824218756, 74.99999687500014]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.5,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_5/episode_4/rollout_data.pickle,0.0,0.0,100.0,49.99999930555556,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.4062499994506836, 2.812499997802734, 4.499999994375, 14.9999999375, 21.428571301020412, 28.571428344671208, 39.99999955555556, 49.99999930555556]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.5,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_5/episode_5/rollout_data.pickle,21.0,58.33333333333333,50.0,49.99999861111115,8,"[0.0, 0.0, 0.0, 0.0, 9.0, 12.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 75.0, 50.0, 50.0, 50.0]","[1.4062499994506836, 2.812499997802734, 4.499999994375, 8.9999999775, 16.87499989453125, 29.99999950000001, 37.49999921875002, 49.99999861111115]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.75,0.75,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_6/episode_0/rollout_data.pickle,0.0,0.0,100.0,23.99999988,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.5624999994913737, 2.4999999986979162, 4.444444440329217, 7.407407395976223, 11.111111085390947, 14.285714243197278, 17.142857081632652, 23.99999988]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.75,0.625,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_6/episode_1/rollout_data.pickle,40.0,83.33333333333333,37.5,99.99999444444475,8,"[0.0, 12.0, 0.0, 12.0, 0.0, 0.0, 0.0, 16.0]","[100.0, 75.0, 75.0, 56.25, 56.25, 56.25, 56.25, 37.5]","[1.874999999267578, 3.214285711415816, 5.71428570521542, 14.285714210128496, 25.71428546938776, 59.9999986666667, 74.99999791666673, 99.99999444444475]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.75,0.75,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_6/episode_2/rollout_data.pickle,16.0,33.33333333333333,66.66666666666666,79.99999800000005,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666]","[1.874999999267578, 3.749999997070312, 7.4999999882812505, 14.999999953125002, 29.9999998125, 47.99999952000001, 59.999999250000016, 79.99999800000005]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,6,0.875,0.75,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_6/episode_3/rollout_data.pickle,40.0,83.33333333333333,33.33333333333333,66.666663888889,8,"[0.0, 0.0, 0.0, 16.0, 12.0, 12.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 66.66666666666666, 50.0, 33.33333333333333, 33.33333333333333, 33.33333333333333]","[1.7045454539401472, 3.03030302838996, 4.76190475718065, 9.523809495464853, 16.326530501180063, 38.09523718820864, 53.33333155555561, 66.666663888889]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.5,0.5,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_6/episode_4/rollout_data.pickle,12.0,25.0,75.0,44.99999943750001,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 75.0]","[1.874999999267578, 3.3333333310185185, 6.666666657407408, 13.333333296296296, 21.33333323851852, 31.999999786666667, 39.99999966666667, 44.99999943750001]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,7,1.0,0.875,1.0,1.0
eta_0p5_delta_1,0.5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D1_E100000/epsilon_greedy_00/Object_6/episode_5/rollout_data.pickle,28.0,58.33333333333333,50.0,66.66666481481487,8,"[0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 12.0, 0.0]","[100.0, 100.0, 100.0, 66.66666666666666, 66.66666666666666, 66.66666666666666, 50.0, 50.0]","[1.5624999994913737, 2.777777776170267, 4.76190475718065, 9.523809495464853, 19.047618934240365, 38.095237641723365, 49.99999895833336, 66.66666481481487]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,3,0.5,0.375,1.0,1.0
eta_1p0_delta_1,1.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D1_E100000/epsilon_greedy_00/Object_4/episode_0/rollout_data.pickle,6.0,25.0,75.0,12.499999913194445,8,"[0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 75.0, 75.0, 75.0, 75.0, 75.0]","[0.937499999633789, 2.4999999973958333, 4.999999989583333, 12.499999913194445, 12.499999913194445, 12.499999913194445, 12.499999913194445, 12.499999913194445]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,2,0.75,0.25,1.0,1.0
eta_1p0_delta_1,1.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D1_E100000/epsilon_greedy_00/Object_4/episode_1/rollout_data.pickle,12.0,50.0,50.0,3.124999991861979,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]","[0.7812499997456869, 0.8928571421928145, 3.124999991861979, 3.124999991861979, 3.124999991861979, 3.124999991861979, 3.124999991861979, 3.124999991861979]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_1p0_delta_1,1.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D1_E100000/epsilon_greedy_00/Object_4/episode_2/rollout_data.pickle,36.0,150.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 24.0, 0.0, 12.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 0.0, 0.0, 0.0]","[0.8522727269700736, 2.2727272705750687, 4.54545453684573, 8.333333304398147, 33.33333287037038, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
