condition,eta,delta,metadata_path,case,episode,rollout_path,cutting_error_volume,episode_cumulative_normalized_cutting_error_rate,part_remaining_rate,part_occupancy_rate,num_steps,step_cutting_error_volumes,step_part_remaining_rates,step_part_occupancy_rates,execution_error_enabled,execution_error_mode,execution_error_seed,cases_name,num_episodes_config,task_step_config,epoch,infer_model,control_mode,num_steps_with_shift,mean_abs_sampled_shift,mean_abs_applied_shift,max_abs_sampled_shift,max_abs_applied_shift
eta_0p5_delta_0,0.5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p5_D0_E100000/epsilon_greedy_00/Object_6/episode_5/rollout_data.pickle,0.0,0.0,100.0,28.571428401360542,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.7045454539401472, 3.03030302838996, 5.3872053811591405, 9.876543189554438, 22.222222119341563, 28.571428401360542, 28.571428401360542, 28.571428401360542]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_0/rollout_data.pickle,0.0,0.0,100.0,49.99999895833336,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.8522727269700736, 2.2727272705750687, 4.54545453684573, 9.999999958333333, 26.666666370370372, 39.99999933333335, 49.99999895833336, 49.99999895833336]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_1/rollout_data.pickle,24.0,100.0,0.0,0.0,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 24.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 0.0]","[0.8522727269700736, 2.2727272705750687, 4.54545453684573, 9.999999958333333, 26.666666370370372, 39.99999933333335, 49.99999895833336, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_2/rollout_data.pickle,18.0,75.0,25.0,5.357142809311225,8,"[0.0, 0.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[0.8522727269700736, 1.9480519464707369, 2.6785714166135204, 5.357142809311225, 5.357142809311225, 5.357142809311225, 5.357142809311225, 5.357142809311225]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_3/rollout_data.pickle,18.0,75.0,25.0,33.33333148148158,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 25.0, 25.0, 25.0]","[0.8522727269700736, 2.2727272705750687, 4.54545453684573, 9.999999958333333, 26.666666370370372, 33.33333148148158, 33.33333148148158, 33.33333148148158]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_4/rollout_data.pickle,18.0,75.0,25.0,2.3437499908447266,8,"[0.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[0.8522727269700736, 1.1718749977111818, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_4/episode_5/rollout_data.pickle,18.0,75.0,25.0,2.3437499908447266,8,"[0.0, 18.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]","[0.8522727269700736, 1.1718749977111818, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266, 2.3437499908447266]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_0/rollout_data.pickle,24.0,66.66666666666666,33.33333333333333,6.818181779442149,8,"[0.0, 12.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 66.66666666666666, 66.66666666666666, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333]","[1.2784090904551104, 2.2727272705750687, 4.54545453684573, 3.4090908994059923, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_1/rollout_data.pickle,27.0,75.0,25.0,11.688311536515435,8,"[0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 18.0, 0.0]","[100.0, 100.0, 75.0, 75.0, 75.0, 75.0, 25.0, 25.0]","[1.2784090904551104, 2.9220779197061053, 4.383116876001434, 11.688311637712937, 11.688311637712937, 11.688311637712937, 11.688311536515435, 11.688311536515435]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_2/rollout_data.pickle,12.0,33.33333333333333,66.66666666666666,6.818181798811985,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666]","[1.2784090904551104, 2.2727272705750687, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_3/rollout_data.pickle,27.0,75.0,25.0,11.688311536515435,8,"[0.0, 0.0, 9.0, 0.0, 0.0, 18.0, 0.0, 0.0]","[100.0, 100.0, 75.0, 75.0, 75.0, 25.0, 25.0, 25.0]","[1.2784090904551104, 2.9220779197061053, 4.383116876001434, 11.688311637712937, 11.688311637712937, 11.688311536515435, 11.688311536515435, 11.688311536515435]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_4/rollout_data.pickle,24.0,66.66666666666666,33.33333333333333,6.818181779442149,8,"[0.0, 12.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 66.66666666666666, 66.66666666666666, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333, 33.33333333333333]","[1.2784090904551104, 2.2727272705750687, 4.54545453684573, 3.4090908994059923, 6.818181779442149, 6.818181779442149, 6.818181779442149, 6.818181779442149]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_5/episode_5/rollout_data.pickle,24.0,66.66666666666666,33.33333333333333,6.818181779442149,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0]","[100.0, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 66.66666666666666, 33.33333333333333, 33.33333333333333]","[1.2784090904551104, 2.2727272705750687, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181798811985, 6.818181779442149, 6.818181779442149]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_0/rollout_data.pickle,12.0,25.0,75.0,5.113636356372676,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0]","[1.7045454539401472, 2.9220779197061053, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_1/rollout_data.pickle,48.0,100.0,0.0,0.0,8,"[0.0, 24.0, 0.0, 0.0, 24.0, 0.0, 0.0, 0.0]","[100.0, 50.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0]","[1.7045454539401472, 2.2727272705750687, 4.54545453684573, 6.818181798811985, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_2/rollout_data.pickle,36.0,75.0,25.0,3.4090908994059923,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 24.0, 0.0]","[100.0, 75.0, 75.0, 75.0, 75.0, 75.0, 25.0, 25.0]","[1.7045454539401472, 2.9220779197061053, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 3.4090908994059923, 3.4090908994059923]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_3/rollout_data.pickle,48.0,100.0,0.0,0.0,8,"[0.0, 24.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.7045454539401472, 2.2727272705750687, 4.54545453684573, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_4/rollout_data.pickle,48.0,100.0,0.0,0.0,8,"[0.0, 24.0, 0.0, 24.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.7045454539401472, 2.2727272705750687, 4.54545453684573, 0.0, 0.0, 0.0, 0.0, 0.0]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_1p0_delta_0,1.0,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_6,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta1p0_D0_E100000/epsilon_greedy_00/Object_6/episode_5/rollout_data.pickle,12.0,25.0,75.0,5.113636356372676,8,"[0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0]","[1.7045454539401472, 2.9220779197061053, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676, 5.113636356372676]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,0,0.0,0.0,0.0,0.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_0/rollout_data.pickle,20.0,83.33333333333333,33.33333333333333,24.999999218750027,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 0.0, 12.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 66.66666666666666, 66.66666666666666, 33.33333333333333]","[0.937499999633789, 1.874999998535156, 4.687499990844727, 7.499999976562501, 14.99999990625, 19.999999750000004, 24.999999609375006, 24.999999218750027]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.75,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_1/rollout_data.pickle,0.0,0.0,100.0,4.897959173677634,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.7812499997456869, 1.3888888880851336, 2.083333331524884, 3.7499999941406252, 3.9999999933333337, 4.285714278061224, 4.285714278061224, 4.897959173677634]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.625,0.5,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_2/rollout_data.pickle,6.0,25.0,75.0,21.42857117346939,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 75.0]","[0.8522727269700736, 1.7045454533348399, 3.0303030264768904, 5.5555555426954735, 16.666666550925928, 19.047618896447467, 19.047618896447467, 21.42857117346939]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_3/rollout_data.pickle,14.0,58.33333333333333,50.0,37.499998828125044,8,"[0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 8.0]","[100.0, 100.0, 100.0, 75.0, 75.0, 75.0, 75.0, 50.0]","[0.8522727269700736, 1.9480519464707369, 3.463203458206056, 7.142857114512472, 16.071428427933675, 22.499999718750004, 28.124999560546883, 37.499998828125044]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.75,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,4,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_4/rollout_data.pickle,0.0,0.0,100.0,19.999999833333334,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.7812499997456869, 1.5624999989827473, 2.7777777745627574, 4.761904752456538, 12.698412631225331, 14.814814723365341, 17.777777646090538, 19.999999833333334]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.625,0.5,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_4,5,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_4/episode_5/rollout_data.pickle,26.0,108.33333333333333,25.0,74.99999062500117,8,"[0.0, 0.0, 0.0, 6.0, 12.0, 8.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 75.0, 37.5, 25.0, 25.0, 25.0]","[0.8522727269700736, 1.51515151419498, 2.4242424217936946, 4.999999986111111, 8.33333325617284, 9.999999833333337, 24.999998958333375, 74.99999062500117]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,0,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_5/episode_0/rollout_data.pickle,0.0,0.0,100.0,29.99999975,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.1718749996185303, 2.343749998474121, 5.357142849170918, 9.523809498614261, 17.14285706122449, 25.714285530612248, 29.99999975, 29.99999975]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.625,0.5,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_5/episode_1/rollout_data.pickle,9.0,25.0,75.0,33.749999578125006,8,"[0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0]","[1.2784090904551104, 2.9220779197061053, 4.383116876001434, 9.642857108418369, 15.428571340408165, 17.99999988, 22.4999998125, 33.749999578125006]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,2,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_5/episode_2/rollout_data.pickle,0.0,0.0,100.0,24.99999982638889,8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.4062499994506836, 2.4999999982638887, 4.444444438957476, 8.888888866941015, 13.33333328395062, 16.666666589506175, 18.74999990234375, 24.99999982638889]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,5,0.625,0.625,1.0,1.0
eta_0p0_delta_1,0.0,1,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/condition_metadata.yaml,Object_5,3,/home/dev/workspace/dataset/nedo_dismantling_log/eval/unet_D64_T1000_S20_simple_20260504_204421/simple_A_T8_N6_eta0p0_D1_E100000/epsilon_greedy_00/Object_5/episode_3/rollout_data.pickle,18.0,50.0,50.0,59.99999800000006,8,"[0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 0.0]","[100.0, 100.0, 75.0, 75.0, 50.0, 50.0, 50.0, 50.0]","[1.2784090904551104, 2.5568181800022596, 3.835227267279507, 7.031249981689454, 18.749999804687505, 29.99999950000001, 35.99999928000002, 59.99999800000006]",True,boundary_uniform,0,simple_A,6,8,100000,conditional_diffusion,epsilon_greedy_00,4,0.5,0.5,1.0,1.0
