condition,eta,delta,num_episodes,num_cases,cutting_error_volume_mean,cutting_error_volume_std,cutting_error_volume_sem,part_remaining_rate_mean,part_remaining_rate_std,part_remaining_rate_sem,part_occupancy_rate_mean,part_occupancy_rate_std,part_occupancy_rate_sem,num_steps_with_shift_mean,mean_abs_sampled_shift_mean,mean_abs_applied_shift_mean,max_abs_sampled_shift_mean,max_abs_applied_shift_mean
eta_0p5_delta_1,0.5,1,3,3,19.666666666666668,7.094598884597588,4.0960685758148365,50.0,25.0,14.433756729740645,67.55554905695568,32.009249685158316,18.4805489222841,4.333333333333333,0.6666666666666666,0.5416666666666666,1.0,1.0
